"index","eventid","venueid","catid","dateid","eventname","starttime"
"2176","924","202","6","1975","Spamalot","2008-05-01T15:00:00.000"
"2177","1725","254","6","1975","Blue Man Group","2008-05-01T19:30:00.000"
"2178","2451","214","7","1975","Romeo and Juliet","2008-05-01T14:00:00.000"
"2179","227","309","8","1975","Boris Godunov","2008-05-01T20:00:00.000"
"2180","2687","202","7","1975","Macbeth","2008-05-01T14:30:00.000"
"2181","2979","222","7","1975","Passing Strange","2008-05-01T14:00:00.000"
"2182","5828","49","9","1975","At The Gates","2008-05-01T14:00:00.000"
"2183","6289","40","9","1975","Dave Koz","2008-05-01T19:00:00.000"
"2184","7582","128","9","1975","Creedence Clearwater Revisited","2008-05-01T15:00:00.000"
"2185","8144","92","9","1975","Joanna Newsom","2008-05-01T19:30:00.000"
"2186","5749","65","9","1975","Cowboy Junkies","2008-05-01T15:00:00.000"
"2187","8335","9","9","1975","Vans Warped Tour","2008-05-01T14:00:00.000"
"2188","8576","126","9","1975","Marco Antonio Solis","2008-05-01T15:00:00.000"
"2189","369","303","8","1976","La Damnation de Faust","2008-05-01T15:00:00.000"
"2190","480","306","8","1976","La Rondine","2008-05-01T14:30:00.000"
"2191","3323","223","7","1976","Woyzeck","2008-05-01T19:30:00.000"
"2192","5229","81","9","1976","Rancid","2008-05-01T15:00:00.000"
"2193","4047","93","9","1976","Cowboy Junkies","2008-05-01T19:30:00.000"
"2194","4457","123","9","1976","New Kids on the Block","2008-05-01T19:00:00.000"
"2195","7548","31","9","1976","Burt Bacharach","2008-05-01T19:30:00.000"
"2196","7574","123","9","1976","Nick Cave","2008-05-01T15:00:00.000"
"2197","8384","10","9","1976","Gladys Knight","2008-05-01T14:00:00.000"
"2198","1173","228","6","1976","South Pacific","2008-05-01T14:30:00.000"
"2199","1495","231","6","1976","Memphis - The Birth of Rock n Roll","2008-05-01T19:30:00.000"
"2200","2445","204","7","1976","Rosencrantz and Guildenstern Are Dead","2008-05-01T19:30:00.000"
"2201","4815","30","9","1976","Wilco","2008-05-01T19:00:00.000"
"2202","7733","46","9","1976","Kid Rock","2008-05-01T19:00:00.000"
"2203","109","307","8","1977","Adriana Lecouvreur","2008-05-01T14:30:00.000"
"2204","2417","217","7","1977","Miss Julie","2008-05-01T19:00:00.000"
"2205","3789","243","7","1977","November","2008-05-01T14:00:00.000"
"2206","3931","128","9","1977","Black Eyed Peas","2008-05-01T14:00:00.000"
"2207","8190","64","9","1977","Tegan and Sara","2008-05-01T19:30:00.000"
"2208","53","308","8","1977","Orfeo ed Euridice","2008-05-01T14:30:00.000"
"2209","209","301","8","1977","The Magic Flute","2008-05-01T14:00:00.000"
"2210","3788","244","7","1977","Rock 'n' Roll","2008-05-01T19:00:00.000"
"2211","3807","120","9","1977","Frankie Valli","2008-05-01T15:00:00.000"
"2212","4361","10","9","1977","Chicago","2008-05-01T15:00:00.000"
"2213","341","307","8","1977","Boris Godunov","2008-05-01T15:00:00.000"
"2214","416","306","8","1977","La Boheme","2008-05-01T15:00:00.000"
"2215","1685","254","6","1977","Blue Man Group","2008-05-01T15:00:00.000"
"2216","3225","227","7","1977","Miss Julie","2008-05-01T14:00:00.000"
"2217","4782","56","9","1977","Spoon","2008-05-01T15:00:00.000"
"2218","4997","60","9","1977","Gary Allan","2008-05-01T14:00:00.000"
"2219","5691","105","9","1977","El Tri","2008-05-01T19:00:00.000"
"2220","7737","16","9","1977","Joe Satriani","2008-05-01T14:00:00.000"
"2221","8307","96","9","1977","Montgomery Gentry","2008-05-01T19:30:00.000"
"2222","3053","239","7","1978","Hamlet","2008-06-01T14:00:00.000"
"2223","4348","73","9","1978","Tina Turner","2008-06-01T14:00:00.000"
"2224","5215","94","9","1978","Justin Timberlake","2008-06-01T15:00:00.000"
"2225","5344","33","9","1978","Bruce Hornsby","2008-06-01T14:00:00.000"
"2226","290","307","8","1978","La Sonnambula","2008-06-01T15:00:00.000"
"2227","1601","252","6","1978","Spamalot","2008-06-01T14:30:00.000"
"2228","1751","263","6","1978","Spamalot","2008-06-01T19:00:00.000"
"2229","5626","14","9","1978","Bow Wow","2008-06-01T19:00:00.000"
"2230","7051","62","9","1978","Etta James","2008-06-01T19:30:00.000"
"2231","594","208","6","1979","The Phantom of the Opera","2008-06-02T14:00:00.000"
"2232","6058","2","9","1979","Creedence Clearwater Revisited","2008-06-02T14:00:00.000"
"2233","7313","22","9","1979","Paramore","2008-06-02T14:00:00.000"
"2234","7525","23","9","1979","Rick Springfield","2008-06-02T14:00:00.000"
"2235","7922","9","9","1979","Hermans Hermits","2008-06-02T15:00:00.000"
"2236","8134","6","9","1979","Temptations","2008-06-02T19:30:00.000"
"2237","3565","200","7","1979","Romeo and Juliet","2008-06-02T15:00:00.000"
"2238","5142","127","9","1979","Jonas Brothers","2008-06-02T15:00:00.000"
"2239","137","306","8","1979","La Boheme","2008-06-02T14:00:00.000"
"2240","2464","200","7","1979","Spring Awakening","2008-06-02T19:00:00.000"
"2241","3221","226","7","1979","Macbeth","2008-06-02T15:00:00.000"
"2242","5146","98","9","1979","Janet Jackson","2008-06-02T14:00:00.000"
"2243","6684","103","9","1979","Daughtry","2008-06-02T15:00:00.000"
"2244","6921","107","9","1979","Nine Inch Nails","2008-06-02T19:30:00.000"
"2245","7019","42","9","1979","Alkaline Trio","2008-06-02T19:00:00.000"
"2246","7847","67","9","1979","Shakira","2008-06-02T15:00:00.000"
"2247","918","224","6","1980","Oliver!","2008-06-03T14:30:00.000"
"2248","5530","89","9","1980","James Taylor","2008-06-03T19:00:00.000"
"2249","7412","46","9","1980","Phil Vassar","2008-06-03T15:00:00.000"
"2250","5283","3","9","1980","Paul Weller","2008-06-03T19:30:00.000"
"2251","7214","29","9","1980","Willie Nelson","2008-06-03T15:00:00.000"
"2252","8755","108","9","1980","Bob Dylan","2008-06-03T14:00:00.000"
"2253","6036","55","9","1980","Bullet for My Valentine","2008-06-03T19:00:00.000"
"2254","8604","115","9","1980","Ani DiFranco","2008-06-03T19:30:00.000"
"2255","1586","257","6","1981","O - Cirque du Soleil","2008-06-04T14:00:00.000"
"2256","2566","246","7","1981","Waiting for Godot","2008-06-04T14:00:00.000"
"2257","2937","212","7","1981","The Caucasian Chalk Circle","2008-06-04T14:00:00.000"
"2258","6125","44","9","1981","Greg Kihn Band","2008-06-04T14:00:00.000"
"2259","535","246","6","1981","Mamma Mia!","2008-06-04T19:30:00.000"
"2260","625","236","6","1981","Spamalot","2008-06-04T20:00:00.000"
"2261","2282","204","7","1981","A Streetcar Named Desire","2008-06-04T14:00:00.000"
"2262","2441","236","7","1981","A Doll's House","2008-06-04T15:00:00.000"
"2263","2736","222","7","1981","The Cherry Orchard","2008-06-04T15:00:00.000"
"2264","6633","8","9","1981","Motorhead","2008-06-04T14:00:00.000"
"2265","7624","70","9","1981","Montgomery Gentry","2008-06-04T15:00:00.000"
"2266","8225","117","9","1981","Commodores","2008-06-04T14:00:00.000"
"2267","8290","20","9","1981","Donny Osmond","2008-06-04T14:00:00.000"
"2268","8728","104","9","1981","Coldplay","2008-06-04T15:00:00.000"
"2269","2785","205","7","1982","Spring Awakening","2008-06-05T19:30:00.000"
"2270","3680","203","7","1982","Spring Awakening","2008-06-05T20:00:00.000"
"2271","5822","48","9","1982","Pat Benatar","2008-06-05T19:00:00.000"
"2272","2396","209","7","1982","Julius Caesar","2008-06-05T20:00:00.000"
"2273","5545","62","9","1982","Yaz","2008-06-05T14:00:00.000"
"2274","5641","5","9","1982","Wynonna","2008-06-05T19:00:00.000"
"2275","553","220","6","1982","Grease","2008-06-05T14:00:00.000"
"2276","5307","103","9","1982","Kenny Chesney","2008-06-05T15:00:00.000"
"2277","288","300","8","1983","Siegfried","2008-06-06T20:00:00.000"
"2278","1886","247","7","1983","Oedipus the King","2008-06-06T19:00:00.000"
"2279","7464","86","9","1983","Led Zeppelin","2008-06-06T19:00:00.000"
"2280","1257","233","6","1983","Jersey Boys","2008-06-06T15:00:00.000"
"2281","1294","249","6","1983","Billy Elliot the Musical","2008-06-06T14:30:00.000"
"2282","2588","211","7","1983","A Man For All Seasons","2008-06-06T19:30:00.000"
"2283","4596","113","9","1983","Goo Goo Dolls","2008-06-06T14:30:00.000"
"2284","4641","92","9","1983","Smokey Robinson","2008-06-06T14:30:00.000"
"2285","5485","1","9","1983","Built To Spill","2008-06-06T19:00:00.000"
"2286","6628","91","9","1983","David Sanborn","2008-06-06T19:30:00.000"
"2287","437","303","8","1984","Simon Boccanegra","2008-06-07T14:00:00.000"
"2288","1922","217","7","1984","Rock 'n' Roll","2008-06-07T19:30:00.000"
"2289","2292","233","7","1984","All My Sons","2008-06-07T15:00:00.000"
"2290","3142","220","7","1984","The Caucasian Chalk Circle","2008-06-07T19:00:00.000"
"2291","5748","95","9","1984","Marc Anthony","2008-06-07T19:00:00.000"
"2292","5875","100","9","1984","Hannah Montana","2008-06-07T14:00:00.000"
"2293","6599","121","9","1984","Brooks and Dunn","2008-06-07T19:30:00.000"
"2294","1065","200","6","1984","Chicago","2008-06-07T20:00:00.000"
"2295","3642","219","7","1984","Rhinoceros","2008-06-07T19:30:00.000"
"2296","6064","34","9","1984","Cold War Kids","2008-06-07T14:00:00.000"
"2297","6283","40","9","1984","Motorhead","2008-06-07T15:00:00.000"
"2298","8033","17","9","1984","Smashing Pumpkins","2008-06-07T19:30:00.000"
"2299","252","308","8","1984","Boris Godunov","2008-06-07T14:30:00.000"
"2300","1155","218","6","1984","Shrek the Musical","2008-06-07T20:00:00.000"
"2301","4067","39","9","1984","Kid Rock","2008-06-07T14:00:00.000"
"2302","4252","45","9","1984","Tegan and Sara","2008-06-07T19:00:00.000"
"2303","5849","89","9","1984","Regina Spektor","2008-06-07T14:00:00.000"
"2304","5912","122","9","1984","Wynonna","2008-06-07T14:00:00.000"
"2305","7634","13","9","1984","Joan Baez","2008-06-07T15:00:00.000"
"2306","8300","90","9","1984","The Police","2008-06-07T19:30:00.000"
"2307","294","301","8","1985","Adriana Lecouvreur","2008-06-08T19:30:00.000"
"2308","1483","221","6","1985","Curtains","2008-06-08T20:00:00.000"
"2309","2783","230","7","1985","As You Like It","2008-06-08T15:00:00.000"
"2310","8653","53","9","1985","Natasha Bedingfield","2008-06-08T15:00:00.000"
"2311","1183","211","6","1985","South Pacific","2008-06-08T20:00:00.000"
"2312","1474","203","6","1985","Hairspray","2008-06-08T19:30:00.000"
"2313","1852","226","7","1985","For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-06-08T14:00:00.000"
"2314","3112","203","7","1985","Miss Julie","2008-06-08T14:00:00.000"
"2315","3983","23","9","1985","Little River Band","2008-06-08T19:00:00.000"
"2316","6690","122","9","1985","Amos Lee","2008-06-08T15:00:00.000"
"2317","6947","86","9","1985","Huey Lewis and the News","2008-06-08T15:00:00.000"
"2318","2082","238","7","1985","Young Frankenstein","2008-06-08T19:30:00.000"
"2319","4240","51","9","1985","Medeski Martin and Wood","2008-06-08T20:00:00.000"
"2320","7964","36","9","1985","Bruce Hornsby","2008-06-08T14:00:00.000"
"2321","8373","32","9","1985","Blind Melon","2008-06-08T14:00:00.000"
"2322","631","203","6","1986","Les Miserables","2008-06-09T20:00:00.000"
"2323","741","209","6","1986","Billy Elliot the Musical","2008-06-09T19:00:00.000"
"2324","3843","75","9","1986","Blake Shelton","2008-06-09T14:30:00.000"
"2325","7986","115","9","1986","Insane Clown Posse","2008-06-09T15:00:00.000"
"2326","3401","219","7","1986","Cirque du Soleil","2008-06-09T14:00:00.000"
"2327","5938","65","9","1986","Counting Crows and Maroon 5","2008-06-09T19:30:00.000"
"2328","6744","130","9","1986","Santana","2008-06-09T19:30:00.000"
"2329","493","304","8","1986","Ring Cycle","2008-06-09T14:00:00.000"
"2330","1541","257","6","1986","Mamma Mia!","2008-06-09T14:30:00.000"
"2331","2938","244","7","1986","A Doll's House","2008-06-09T14:00:00.000"
"2332","8174","92","9","1986","Tower of Power","2008-06-09T14:00:00.000"
"2333","1357","208","6","1987","High Society","2008-06-10T19:00:00.000"
"2334","2992","205","7","1987","Macbeth","2008-06-10T15:00:00.000"
"2335","4127","114","9","1987","Vans Warped Tour","2008-06-10T14:00:00.000"
"2336","6067","61","9","1987","Avril Lavigne","2008-06-10T19:30:00.000"
"2337","6090","32","9","1987","Rolling Stones","2008-06-10T15:00:00.000"
"2338","8391","69","9","1987","Dropkick Murphys","2008-06-10T19:00:00.000"
"2339","2779","235","7","1987","The Glass Menagerie","2008-06-10T20:00:00.000"
"2340","4157","56","9","1987","Tom Petty and the Heartbreakers","2008-06-10T19:00:00.000"
"2341","2332","228","7","1987","August: Osage County","2008-06-10T14:30:00.000"
"2342","2993","207","7","1987","To Be or Not To Be","2008-06-10T19:00:00.000"
"2343","6464","120","9","1987","Nine Inch Nails","2008-06-10T19:30:00.000"
"2344","4622","51","9","1988","Extreme","2008-06-11T19:00:00.000"
"2345","6616","111","9","1988","Rascal Flatts","2008-06-11T19:00:00.000"
"2346","2395","201","7","1988","Miss Julie","2008-06-11T15:00:00.000"
"2347","3727","224","7","1988","Rhinoceros","2008-06-11T19:00:00.000"
"2348","4637","33","9","1988","Hot Tuna","2008-06-11T15:00:00.000"
"2349","8050","8","9","1988","Nofx","2008-06-11T15:00:00.000"
"2350","215","305","8","1989","L Elisir d Amore","2008-06-12T19:00:00.000"
"2351","871","248","6","1989","Curtains","2008-06-12T19:30:00.000"
"2352","927","221","6","1989","Pal Joey","2008-06-12T19:30:00.000"
"2353","8569","74","9","1989","Girl Talk","2008-06-12T14:00:00.000"
"2354","2370","233","7","1989","Endgame","2008-06-12T14:00:00.000"
"2355","6115","83","9","1989","Kool and The Gang","2008-06-12T19:30:00.000"
"2356","236","303","8","1989","Eugene Onegin","2008-06-12T15:00:00.000"
"2357","2581","215","7","1989","Julius Caesar","2008-06-12T19:00:00.000"
"2358","2670","213","7","1989","Iphigenia","2008-06-12T14:30:00.000"
"2359","3966","46","9","1989","Loretta Lynn","2008-06-12T14:00:00.000"
"2360","5951","114","9","1989","Casting Crowns","2008-06-12T14:00:00.000"
"2361","4037","58","9","1990","Maroon 5","2008-06-13T14:30:00.000"
"2362","4940","119","9","1990","Clint Black","2008-06-13T19:30:00.000"
"2363","5963","37","9","1990","Tower of Power","2008-06-13T19:00:00.000"
"2364","1166","213","6","1990","South Pacific","2008-06-13T14:00:00.000"
"2365","7032","113","9","1990","Chromeo","2008-06-13T19:00:00.000"
"2366","3070","235","7","1990","A Doll's House","2008-06-13T14:00:00.000"
"2367","6466","48","9","1990","Paul McCartney","2008-06-13T19:30:00.000"
"2368","6945","112","9","1990","Godsmack","2008-06-13T14:00:00.000"
"2369","8032","61","9","1990","Lindsey Buckingham","2008-06-13T19:30:00.000"
"2370","8513","42","9","1990","Umphreys McGee","2008-06-13T15:00:00.000"
"2371","628","246","6","1991","Mary Poppins","2008-06-14T14:30:00.000"
"2372","3284","205","7","1991","The Cherry Orchard","2008-06-14T20:00:00.000"
"2373","4528","90","9","1991","Kansas","2008-06-14T15:00:00.000"
"2374","6355","107","9","1991","Anita Baker","2008-06-14T14:00:00.000"
"2375","6458","71","9","1991","Ringo Starr","2008-06-14T14:00:00.000"
"2376","8421","115","9","1991","The Who","2008-06-14T15:00:00.000"
"2377","8595","17","9","1991","DJ Shadow and Cut Chemist","2008-06-14T19:00:00.000"
"2378","778","226","6","1991","The Lion King","2008-06-14T19:30:00.000"
"2379","5898","76","9","1991","Blind Melon","2008-06-14T19:30:00.000"
"2380","122","300","8","1991","Orfeo ed Euridice","2008-06-14T20:00:00.000"
"2381","339","309","8","1991","La Traviata","2008-06-14T20:00:00.000"
"2382","5952","113","9","1991","Steven Curtis Chapman","2008-06-14T14:00:00.000"
"2383","6268","6","9","1991","Natasha Bedingfield","2008-06-14T19:00:00.000"
"2384","7158","119","9","1991","John Fogerty","2008-06-14T19:30:00.000"
"2385","3179","236","7","1992","Spring Awakening","2008-06-15T19:30:00.000"
"2386","5261","33","9","1992","Gordon Lightfoot","2008-06-15T14:00:00.000"
"2387","6056","55","9","1992","Poison","2008-06-15T14:00:00.000"
"2388","3586","227","7","1992","Macbeth","2008-06-15T14:30:00.000"
"2389","3604","235","7","1992","The Frogs","2008-06-15T14:30:00.000"
"2390","3864","75","9","1992","Celine Dion","2008-06-15T15:00:00.000"
"2391","4254","83","9","1992","U2","2008-06-15T14:00:00.000"
"2392","7315","39","9","1992","Citizen Cope","2008-06-15T14:00:00.000"
"2393","7590","26","9","1992","Avril Lavigne","2008-06-15T19:00:00.000"
"2394","8497","112","9","1992","Zucchero","2008-06-15T19:30:00.000"
"2395","8557","113","9","1992","Allman Brothers Band","2008-06-15T19:00:00.000"
"2396","2454","234","7","1992","Waiting for Godot","2008-06-15T20:00:00.000"
"2397","3396","214","7","1992","The Farnsworth Invention","2008-06-15T14:00:00.000"
"2398","3462","234","7","1992","As You Like It","2008-06-15T20:00:00.000"
"2399","4328","31","9","1992","Rusted Root","2008-06-15T19:00:00.000"
"2400","5953","28","9","1992","Dixie Chicks","2008-06-15T19:00:00.000"
"2401","8535","37","9","1992","Taylor Swift","2008-06-15T19:00:00.000"
"2402","1882","239","7","1993","Othello","2008-06-16T19:00:00.000"
"2403","3770","237","7","1993","Romeo and Juliet","2008-06-16T20:00:00.000"
"2404","3817","105","9","1993","Kansas","2008-06-16T14:00:00.000"
"2405","4487","38","9","1993","Vicente Fernandez","2008-06-16T19:30:00.000"
"2406","5842","122","9","1993","Nashville Star","2008-06-16T15:00:00.000"
"2407","7910","80","9","1993","Joe Cocker","2008-06-16T14:00:00.000"
"2408","2327","208","7","1993","The Seafarer","2008-06-16T14:30:00.000"
"2409","3997","88","9","1993","Fleet Foxes","2008-06-16T19:30:00.000"
"2410","5114","39","9","1993","Charlie Daniels Band","2008-06-16T15:00:00.000"
"2411","5718","87","9","1993","Eva Ayllon","2008-06-16T14:00:00.000"
"2412","6672","91","9","1993","Nofx","2008-06-16T19:00:00.000"
"2413","6732","85","9","1993","Eddie Vedder","2008-06-16T19:30:00.000"
"2414","325","300","8","1993","Die Walkure","2008-06-16T19:30:00.000"
"2415","1023","231","6","1993","Flower Drum Song","2008-06-16T14:00:00.000"
"2416","6065","123","9","1993","Dolly Parton","2008-06-16T19:30:00.000"
"2417","7326","98","9","1993","Wyclef Jean","2008-06-16T14:00:00.000"
"2418","2016","210","7","1994","The Homecoming","2008-06-17T19:30:00.000"
"2419","4899","102","9","1994","Jonas Brothers","2008-06-17T19:00:00.000"
"2420","5719","64","9","1994","Citizen Cope","2008-06-17T15:00:00.000"
"2421","472","302","8","1994","The Queen of Spades","2008-06-17T19:00:00.000"
