"index","salesid","listid","sellerid","buyerid","eventid","dateid","qtysold","pricepaid","commission","saletime"
"3260","35255","39140","4849","4464","6257","1854","3","132","19.8","2008-01-28T01:51:44.000"
"3261","33941","37544","332","17192","907","1854","2","500","75","2008-01-28T12:56:43.000"
"3262","39680","44277","24280","3366","1466","1854","1","70","10.5","2008-01-28T05:24:36.000"
"3263","37673","41976","16998","8085","2487","1854","1","346","51.9","2008-01-28T01:34:17.000"
"3264","41081","45981","45735","16020","4831","1854","4","552","82.8","2008-01-28T07:29:24.000"
"3265","39224","43753","5851","13349","7061","1854","1","141","21.15","2008-01-28T08:53:09.000"
"3266","44613","50173","25061","8899","3148","1854","2","308","46.2","2008-01-28T01:26:40.000"
"3267","46786","52689","16008","8569","8583","1854","2","644","96.6","2008-01-28T08:15:33.000"
"3268","44732","50325","523","13951","3228","1854","2","252","37.8","2008-01-28T03:40:22.000"
"3269","47039","53040","11657","10124","514","1854","2","462","69.3","2008-01-28T12:59:44.000"
"3270","44834","50438","35945","11555","2171","1854","2","682","102.3","2008-01-28T05:43:13.000"
"3271","49641","56027","30208","3731","4929","1854","1","161","24.15","2008-01-28T03:13:29.000"
"3272","51789","58449","4510","10830","576","1854","1","330","49.5","2008-01-28T07:31:23.000"
"3273","51240","57778","41844","5099","7306","1854","2","564","84.6","2008-01-28T09:07:09.000"
"3274","52680","59464","38534","21022","8449","1854","4","120","18","2008-01-28T12:17:54.000"
"3275","52150","58845","18867","16923","8686","1854","2","906","135.9","2008-01-28T01:51:55.000"
"3276","52706","59485","40423","19609","6286","1854","6","2214","332.1","2008-01-28T12:43:40.000"
"3277","67378","76518","37995","9406","6717","1854","4","656","98.4","2008-01-28T07:34:11.000"
"3278","53389","60234","30470","11131","6900","1854","4","1444","216.6","2008-01-28T01:57:22.000"
"3279","70779","80482","23979","7703","6849","1854","4","952","142.8","2008-01-28T09:39:08.000"
"3280","54408","61355","38502","1917","5110","1854","4","592","88.8","2008-01-28T09:04:07.000"
"3281","71464","81347","17961","11140","1584","1854","2","920","138","2008-01-28T10:04:18.000"
"3282","56683","64050","123","2706","3426","1854","2","404","60.6","2008-01-28T07:44:09.000"
"3283","78018","89096","48778","17869","146","1854","2","928","139.2","2008-01-28T12:01:12.000"
"3284","58163","65853","42170","4148","5662","1854","2","700","105","2008-01-28T01:44:59.000"
"3285","79322","90583","46372","6018","5414","1854","2","430","64.5","2008-01-28T12:25:22.000"
"3286","59077","66841","14531","3660","1057","1854","1","273","40.95","2008-01-28T02:18:46.000"
"3287","80060","91426","10705","352","4577","1854","2","648","97.2","2008-01-28T02:13:40.000"
"3288","59388","67244","17032","2347","250","1854","4","1576","236.4","2008-01-28T02:31:17.000"
"3289","85525","97637","33936","13473","2618","1854","1","379","56.85","2008-01-28T02:39:58.000"
"3290","66525","75485","14734","13119","4739","1854","2","136","20.4","2008-01-28T07:02:34.000"
"3291","86253","98474","11687","3604","5302","1854","1","385","57.75","2008-01-28T05:51:25.000"
"3292","67556","76729","48315","13487","5697","1854","1","108","16.2","2008-01-28T07:40:41.000"
"3293","88794","101429","40527","5661","2121","1854","1","88","13.2","2008-01-28T05:01:26.000"
"3294","70547","80226","9386","8511","7580","1854","2","634","95.1","2008-01-28T09:30:55.000"
"3295","90494","103305","27318","17662","4344","1854","1","498","74.7","2008-01-28T01:57:18.000"
"3296","73385","83717","3350","16375","2819","1854","3","687","103.05","2008-01-28T11:16:24.000"
"3297","96527","110194","44178","9364","7119","1854","3","1101","165.15","2008-01-28T12:18:20.000"
"3298","73869","84307","23214","10677","6627","1854","4","1740","261","2008-01-28T11:33:34.000"
"3299","101047","115557","17872","23200","1924","1854","1","195","29.25","2008-01-28T03:46:26.000"
"3300","74865","85456","33600","8336","5975","1854","2","726","108.9","2008-01-28T12:13:42.000"
"3301","102654","117437","33519","12072","1769","1854","1","293","43.95","2008-01-28T08:31:57.000"
"3302","75223","85878","21526","11542","3734","1854","1","125","18.75","2008-01-28T12:26:09.000"
"3303","103912","118861","47168","4453","4088","1854","2","456","68.4","2008-01-28T04:49:42.000"
"3304","79238","90464","10725","21587","7096","1854","3","825","123.75","2008-01-28T10:59:56.000"
"3305","105919","121209","19686","9611","3479","1854","4","516","77.4","2008-01-28T02:18:28.000"
"3306","80265","91658","36390","21366","4354","1854","4","1656","248.4","2008-01-28T06:15:06.000"
"3307","106071","121400","32144","20861","903","1854","1","434","65.1","2008-01-28T07:03:05.000"
"3308","86960","99280","8185","554","4503","1854","2","162","24.3","2008-01-28T07:07:26.000"
"3309","111786","128053","30678","17603","8333","1854","2","302","45.3","2008-01-28T04:20:25.000"
"3310","89148","101817","19861","2342","1026","1854","2","360","54","2008-01-28T12:09:03.000"
"3311","112072","128379","22203","20316","5593","1854","3","399","59.85","2008-01-28T12:11:47.000"
"3312","89781","102522","15427","11124","4989","1854","2","52","7.8","2008-01-28T11:47:18.000"
"3313","116771","133715","48589","7333","514","1854","1","217","32.55","2008-01-28T11:24:38.000"
"3314","89911","102659","23390","9606","5472","1854","1","157","23.55","2008-01-28T02:00:25.000"
"3315","116772","133715","48589","7001","514","1854","3","651","97.65","2008-01-28T11:25:59.000"
"3316","93140","106314","2009","9561","91","1854","2","54","8.1","2008-01-28T04:12:45.000"
"3317","117808","134903","45242","19016","1628","1854","3","387","58.05","2008-01-28T04:04:29.000"
"3318","97107","110833","14403","4161","2850","1854","2","338","50.7","2008-01-28T12:47:28.000"
"3319","120522","137997","27937","20268","2314","1854","2","260","39","2008-01-28T12:03:12.000"
"3320","98054","111985","9939","23200","2512","1854","1","281","42.15","2008-01-28T08:51:35.000"
"3321","121593","139198","6844","11989","4957","1854","2","910","136.5","2008-01-28T07:47:36.000"
"3322","100525","114932","10840","12920","1090","1854","4","832","124.8","2008-01-28T03:06:15.000"
"3323","122321","140044","26333","16284","5542","1854","1","51","7.65","2008-01-28T03:43:05.000"
"3324","100580","115000","20188","11906","5362","1854","4","540","81","2008-01-28T04:16:49.000"
"3325","132984","153612","30677","16560","3184","1854","3","1296","194.4","2008-01-28T10:11:47.000"
"3326","104357","119401","22320","15457","4562","1854","2","396","59.4","2008-01-28T05:29:43.000"
"3327","132985","153612","30677","16392","3184","1854","2","864","129.6","2008-01-28T10:11:54.000"
"3328","106906","122342","30769","3335","443","1854","1","36","5.4","2008-01-28T08:31:23.000"
"3329","133260","153931","39733","11231","79","1854","1","483","72.45","2008-01-28T03:21:52.000"
"3330","109249","125105","42136","3510","3408","1854","1","315","47.25","2008-01-28T11:58:23.000"
"3331","143785","166482","17972","8182","2508","1854","2","624","93.6","2008-01-28T10:53:47.000"
"3332","110377","126409","20056","19595","3620","1854","2","470","70.5","2008-01-28T03:25:47.000"
"3333","143911","166614","12641","8936","4225","1854","1","286","42.9","2008-01-28T01:26:50.000"
"3334","111081","127229","30995","5845","3195","1854","2","580","87","2008-01-28T05:05:17.000"
"3335","147026","170241","43048","2669","1724","1854","2","90","13.5","2008-01-28T11:33:40.000"
"3336","112547","128956","4722","11480","4305","1854","1","354","53.1","2008-01-28T05:56:56.000"
"3337","151712","175611","44563","1621","8437","1854","2","664","99.6","2008-01-28T07:02:42.000"
"3338","120836","138327","26368","11640","878","1854","1","114","17.1","2008-01-28T09:34:35.000"
"3339","152320","176258","39313","18217","6368","1854","4","1504","225.6","2008-01-28T07:40:05.000"
"3340","122063","139747","1048","422","4719","1854","4","1220","183","2008-01-28T08:53:18.000"
"3341","153399","177548","26839","8606","6774","1854","3","1395","209.25","2008-01-28T04:17:52.000"
"3342","124280","142315","20768","4448","8279","1854","2","350","52.5","2008-01-28T05:42:05.000"
"3343","159621","211147","11577","4347","3901","1854","1","1164","174.6","2008-01-28T01:43:04.000"
"3344","124429","142482","6443","19302","7784","1854","1","453","67.95","2008-01-28T09:34:05.000"
"3345","160180","212166","44920","5458","4989","1854","4","7964","1194.6","2008-01-28T12:36:08.000"
"3346","124702","142790","23892","11609","2004","1854","1","486","72.9","2008-01-28T04:11:27.000"
"3347","160926","213565","28215","13333","4187","1854","1","1222","183.3","2008-01-28T02:45:20.000"
"3348","130026","149082","33068","8516","1833","1854","2","596","89.4","2008-01-28T01:16:01.000"
"3349","161632","214943","34691","20861","463","1854","1","556","83.4","2008-01-28T04:34:14.000"
"3350","130506","149625","31108","13293","3330","1854","2","212","31.8","2008-01-28T11:24:05.000"
"3351","162270","216179","37014","9476","1221","1854","1","706","105.9","2008-01-28T04:31:28.000"
"3352","132824","153400","39927","9200","6716","1854","4","1492","223.8","2008-01-28T07:08:43.000"
"3353","163123","217764","34795","5529","400","1854","1","1947","292.05","2008-01-28T09:11:34.000"
"3354","135002","156003","1926","20257","2012","1854","1","350","52.5","2008-01-28T11:55:19.000"
"3355","163495","218396","36661","2455","6544","1854","1","1534","230.1","2008-01-28T04:05:37.000"
"3356","136832","158053","40452","12106","6116","1854","2","272","40.8","2008-01-28T09:34:54.000"
"3357","164370","219995","14420","20000","6588","1854","2","4688","703.2","2008-01-28T08:24:14.000"
"3358","138629","160151","27818","2888","1259","1854","2","572","85.8","2008-01-28T07:34:14.000"
"3359","168384","227714","37112","2487","4754","1854","2","1408","211.2","2008-01-28T01:47:30.000"
"3360","141229","163305","40078","362","5092","1854","7","1708","256.2","2008-01-28T10:17:15.000"
"3361","169471","229747","1012","12105","8580","1854","1","1486","222.9","2008-01-28T12:10:57.000"
"3362","143237","165793","15811","4759","6119","1854","2","896","134.4","2008-01-28T12:48:57.000"
"3363","710","732","8910","21696","2703","1854","1","117","17.55","2008-01-28T05:55:37.000"
"3364","145292","168202","7712","11435","7588","1854","4","964","144.6","2008-01-28T03:02:18.000"
"3365","3496","3767","27100","11894","5687","1854","4","744","111.6","2008-01-28T06:46:05.000"
"3366","146391","169523","20104","9077","2156","1854","1","287","43.05","2008-01-28T12:21:08.000"
"3367","4383","4715","15815","14804","8052","1854","3","636","95.4","2008-01-28T06:38:44.000"
"3368","149013","172606","33347","6189","3294","1854","1","251","37.65","2008-01-28T01:48:26.000"
"3369","6789","7377","10459","12757","5580","1854","2","384","57.6","2008-01-28T06:05:31.000"
"3370","149565","173173","33500","16871","363","1854","2","200","30","2008-01-28T12:55:16.000"
"3371","10455","11388","44132","21263","6131","1854","2","56","8.4","2008-01-28T12:18:33.000"
"3372","151275","175113","41244","2436","3557","1854","4","728","109.2","2008-01-28T10:25:53.000"
"3373","11991","12979","26109","11602","7143","1854","2","352","52.8","2008-01-28T02:45:38.000"
"3374","151887","175800","18069","10681","7122","1854","1","124","18.6","2008-01-28T10:34:58.000"
"3375","12050","13027","30455","1098","461","1854","2","120","18","2008-01-28T04:03:51.000"
"3376","157314","206113","33084","10778","4791","1854","1","2445","366.75","2008-01-28T04:35:07.000"
"3377","12486","13494","28735","17012","3474","1854","2","402","60.3","2008-01-28T02:18:29.000"
"3378","158027","207592","44123","21510","6415","1854","2","3472","520.8","2008-01-28T06:21:35.000"
"3379","14351","15523","20074","9264","5253","1854","1","222","33.3","2008-01-28T07:48:25.000"
"3380","167331","225707","34516","18010","3812","1854","1","1193","178.95","2008-01-28T04:23:24.000"
"3381","16639","17980","21908","20248","3974","1854","1","237","35.55","2008-01-28T08:41:33.000"
"3382","168331","227611","25597","6158","8425","1854","1","1078","161.7","2008-01-28T12:33:41.000"
"3383","20425","22151","47351","13070","8095","1854","2","238","35.7","2008-01-28T09:31:35.000"
"3384","169813","230485","13558","17687","8019","1854","1","2462","369.3","2008-01-28T06:51:22.000"
"3385","22359","24249","39705","7832","5543","1854","1","122","18.3","2008-01-28T10:01:54.000"
"3386","172419","235424","41044","904","6159","1854","1","1582","237.3","2008-01-28T02:25:56.000"
"3387","29697","32568","18312","10378","2559","1854","1","125","18.75","2008-01-28T05:51:48.000"
"3388","30881","34015","1448","7696","2774","1854","1","47","7.05","2008-01-28T03:34:00.000"
"3389","33699","37271","15738","3884","6605","1854","2","82","12.3","2008-01-28T08:56:37.000"
"3390","34823","38610","10562","13799","2495","1854","1","340","51","2008-01-28T05:41:15.000"
"3391","35474","39376","41188","5112","2216","1854","2","304","45.6","2008-01-28T06:06:30.000"
"3392","37740","42047","11067","15454","509","1854","2","316","47.4","2008-01-28T02:45:33.000"
"3393","38557","42985","10255","18019","1259","1854","2","482","72.3","2008-01-28T07:15:25.000"
"3394","40794","45628","42055","4923","1905","1854","4","960","144","2008-01-28T02:45:26.000"
"3395","42577","47749","18395","7952","7147","1854","1","343","51.45","2008-01-28T11:38:25.000"
"3396","45117","50750","30578","7012","7644","1854","2","368","55.2","2008-01-28T11:18:18.000"
"3397","45505","51205","34514","1902","2563","1854","1","69","10.35","2008-01-28T06:43:21.000"
"3398","48456","54765","44774","20464","1808","1854","1","41","6.15","2008-01-28T04:22:46.000"
"3399","51513","58123","49622","17823","4390","1854","2","454","68.1","2008-01-28T02:29:26.000"
"3400","57312","64822","3344","4557","8333","1854","1","443","66.45","2008-01-28T01:13:01.000"
"3401","59580","67457","42107","3702","885","1854","1","171","25.65","2008-01-28T02:38:04.000"
"3402","62752","71155","11047","19580","4730","1854","1","265","39.75","2008-01-28T04:40:29.000"
"3403","63168","71605","20041","16633","3717","1854","2","988","148.2","2008-01-28T04:55:52.000"
"3404","63195","71636","17517","4515","3408","1854","1","203","30.45","2008-01-28T04:56:38.000"
"3405","67560","76735","3096","20883","934","1854","2","300","45","2008-01-28T07:40:47.000"
"3406","72007","82065","1641","6335","6647","1854","2","458","68.7","2008-01-28T10:25:18.000"
"3407","73599","83976","11614","1820","5975","1854","2","178","26.7","2008-01-28T11:24:04.000"
"3408","76861","87831","15800","20507","1071","1854","1","412","61.8","2008-01-28T01:46:46.000"
"3409","77667","88699","34842","8640","3781","1854","1","329","49.35","2008-01-28T05:00:38.000"
"3410","81103","92518","15330","13001","3896","1854","1","147","22.05","2008-01-28T11:13:22.000"
"3411","82817","94404","48094","12457","3620","1854","2","908","136.2","2008-01-28T08:53:27.000"
"3412","84833","96817","5602","19474","1201","1854","4","132","19.8","2008-01-28T01:14:00.000"
"3413","87669","100129","22255","11866","7029","1854","1","344","51.6","2008-01-28T08:13:04.000"
"3414","90952","103798","32595","7836","4342","1854","4","96","14.4","2008-01-28T10:58:52.000"
"3415","91757","104697","30967","3904","1905","1854","2","438","65.7","2008-01-28T01:51:04.000"
"3416","95850","109421","26906","3778","159","1854","2","998","149.7","2008-01-28T09:36:14.000"
"3417","101381","115926","4688","9196","637","1854","2","300","45","2008-01-28T12:04:10.000"
"3418","106525","121887","734","20678","2060","1854","1","303","45.45","2008-01-28T08:22:44.000"
"3419","106887","122312","30027","10812","2045","1854","1","136","20.4","2008-01-28T07:54:09.000"
"3420","110930","127059","45800","6217","1026","1854","1","73","10.95","2008-01-28T08:04:18.000"
"3421","113636","130140","23447","10498","2414","1854","1","57","8.55","2008-01-28T03:43:13.000"
"3422","119484","136825","32281","3","8458","1854","1","466","69.9","2008-01-28T02:10:01.000"
"3423","120242","137696","11765","11096","4021","1854","4","432","64.8","2008-01-28T03:40:12.000"
