"index","listid","sellerid","eventid","dateid","numtickets","priceperticket","totalprice","listtime"
"3384","136575","48848","8723","1831","1","443","443","2008-01-05T04:15:18.000"
"3385","158798","13764","202","1831","16","207","3312","2008-01-05T04:33:20.000"
"3386","140220","10720","2428","1831","8","400","3200","2008-01-05T01:33:14.000"
"3387","159389","15206","463","1831","9","423","3807","2008-01-05T11:06:00.000"
"3388","141253","26415","4757","1831","18","432","7776","2008-01-05T02:59:17.000"
"3389","162100","4896","7428","1831","22","80","1760","2008-01-05T08:01:54.000"
"3390","142465","11911","1673","1831","20","434","8680","2008-01-05T01:53:54.000"
"3391","163993","27158","1057","1831","24","362","8688","2008-01-05T03:56:56.000"
"3392","143342","28895","1469","1831","8","186","1488","2008-01-05T10:17:35.000"
"3393","164200","17498","6609","1831","1","398","398","2008-01-05T04:10:17.000"
"3394","145739","38834","2428","1831","9","225","2025","2008-01-05T09:29:47.000"
"3395","168524","14435","5646","1831","24","259","6216","2008-01-05T03:46:31.000"
"3396","146949","27711","4973","1831","18","427","7686","2008-01-05T09:43:04.000"
"3397","177117","805","6179","1831","8","112","896","2008-01-05T10:00:37.000"
"3398","154123","23853","1250","1831","6","299","1794","2008-01-05T04:13:17.000"
"3399","177169","10226","5739","1831","2","218","436","2008-01-05T09:43:26.000"
"3400","158915","16403","4654","1831","12","457","5484","2008-01-05T07:30:52.000"
"3401","178418","4808","8737","1831","24","486","11664","2008-01-05T04:38:53.000"
"3402","160038","11947","159","1831","16","337","5392","2008-01-05T01:50:50.000"
"3403","181284","45705","6135","1831","12","48","576","2008-01-05T05:22:11.000"
"3404","161650","39690","4849","1831","1","435","435","2008-01-05T07:02:49.000"
"3405","207753","16058","7909","1831","1","837","837","2008-01-05T03:08:16.000"
"3406","164277","33599","5300","1831","3","230","690","2008-01-05T03:16:54.000"
"3407","208035","26217","3313","1831","6","641","3846","2008-01-05T03:31:25.000"
"3408","164688","47420","3236","1831","7","262","1834","2008-01-05T07:10:43.000"
"3409","214594","49566","777","1831","3","548","1644","2008-01-05T06:36:42.000"
"3410","165998","3792","7638","1831","7","435","3045","2008-01-05T10:10:35.000"
"3411","215653","10245","7060","1831","7","1075","7525","2008-01-05T01:17:17.000"
"3412","167346","10672","1935","1831","20","410","8200","2008-01-05T05:43:34.000"
"3413","217552","37554","2890","1831","4","779","3116","2008-01-05T02:57:27.000"
"3414","168070","47124","6515","1831","18","300","5400","2008-01-05T08:09:31.000"
"3415","218203","8394","8228","1831","3","1950","5850","2008-01-05T10:10:03.000"
"3416","169471","8254","8614","1831","22","196","4312","2008-01-05T11:45:24.000"
"3417","221328","4077","5300","1831","5","1831","9155","2008-01-05T06:36:47.000"
"3418","169897","14608","415","1831","7","482","3374","2008-01-05T01:49:25.000"
"3419","224344","45119","1060","1831","4","720","2880","2008-01-05T02:05:32.000"
"3420","170248","6186","854","1831","14","24","336","2008-01-05T05:40:25.000"
"3421","225196","3560","5863","1831","5","1294","6470","2008-01-05T04:53:03.000"
"3422","171384","30689","4787","1831","8","180","1440","2008-01-05T01:37:22.000"
"3423","230717","77","165","1831","5","2082","10410","2008-01-05T03:48:21.000"
"3424","171838","37430","1259","1831","8","346","2768","2008-01-05T08:51:24.000"
"3425","231050","26","7499","1831","1","1006","1006","2008-01-05T04:53:16.000"
"3426","172802","48908","8359","1831","7","168","1176","2008-01-05T04:24:06.000"
"3427","233047","32112","7469","1831","6","1762","10572","2008-01-05T02:41:26.000"
"3428","173164","27952","7944","1831","16","477","7632","2008-01-05T04:46:39.000"
"3429","2348","21523","2273","1831","5","40","200","2008-01-05T03:49:43.000"
"3430","174746","8947","5975","1831","22","43","946","2008-01-05T06:58:23.000"
"3431","3486","44866","302","1831","28","243","6804","2008-01-05T03:45:59.000"
"3432","177659","12269","5456","1831","3","363","1089","2008-01-05T06:48:02.000"
"3433","6902","13279","4401","1831","30","58","1740","2008-01-05T12:04:58.000"
"3434","180137","11139","597","1831","2","316","632","2008-01-05T11:07:58.000"
"3435","9324","46867","7810","1831","8","48","384","2008-01-05T11:51:30.000"
"3436","208450","38570","1836","1831","2","534","1068","2008-01-05T10:09:11.000"
"3437","12970","18781","5365","1831","6","223","1338","2008-01-05T01:58:15.000"
"3438","211864","38067","4728","1831","1","2236","2236","2008-01-05T05:16:33.000"
"3439","14851","10576","1611","1831","22","136","2992","2008-01-05T07:54:01.000"
"3440","217503","15059","3754","1831","7","1090","7630","2008-01-05T12:11:52.000"
"3441","17932","10670","6508","1831","6","126","756","2008-01-05T07:15:32.000"
"3442","218512","33158","1815","1831","7","1064","7448","2008-01-05T12:27:04.000"
"3443","20048","44901","3502","1831","2","47","94","2008-01-05T04:54:37.000"
"3444","219645","27396","7363","1831","3","2317","6951","2008-01-05T12:43:26.000"
"3445","21682","12482","5152","1831","28","60","1680","2008-01-05T09:21:50.000"
"3446","220364","8122","7987","1831","3","2303","6909","2008-01-05T06:34:26.000"
"3447","22137","28542","7731","1831","24","213","5112","2008-01-05T04:11:16.000"
"3448","221837","38260","7558","1831","2","1000","2000","2008-01-05T03:09:38.000"
"3449","29546","15929","3926","1831","1","112","112","2008-01-05T04:53:09.000"
"3450","228212","9562","5042","1831","4","1140","4560","2008-01-05T08:32:57.000"
"3451","32455","36986","7483","1831","5","104","520","2008-01-05T12:56:49.000"
"3452","229881","28795","3547","1831","6","1681","10086","2008-01-05T02:56:29.000"
"3453","34489","49064","6763","1831","3","67","201","2008-01-05T12:15:15.000"
"3454","232743","37351","2004","1831","4","477","1908","2008-01-05T09:42:18.000"
"3455","40154","38396","2071","1831","2","276","552","2008-01-05T12:19:45.000"
"3456","232788","849","7235","1831","6","2438","14628","2008-01-05T11:27:13.000"
"3457","40464","44200","1071","1831","7","203","1421","2008-01-05T04:24:10.000"
"3458","233770","39061","4464","1831","5","1467","7335","2008-01-05T01:03:29.000"
"3459","41404","28065","7997","1831","4","250","1000","2008-01-05T10:58:23.000"
"3460","234177","14563","1119","1831","3","1525","4575","2008-01-05T08:58:39.000"
"3461","43965","5833","1413","1831","6","48","288","2008-01-05T01:10:06.000"
"3462","47593","37495","5814","1831","2","38","76","2008-01-05T07:04:01.000"
"3463","48980","41217","4957","1831","20","81","1620","2008-01-05T06:24:44.000"
"3464","50637","649","913","1831","14","260","3640","2008-01-05T02:45:13.000"
"3465","54641","26347","4225","1831","2","348","696","2008-01-05T01:43:45.000"
"3466","54752","8472","422","1831","2","122","244","2008-01-05T05:25:14.000"
"3467","56509","41482","6752","1831","4","225","900","2008-01-05T03:37:03.000"
"3468","59063","22801","8051","1831","10","495","4950","2008-01-05T10:14:50.000"
"3469","59959","9203","2255","1831","3","306","918","2008-01-05T12:17:23.000"
"3470","61428","15526","6680","1831","6","424","2544","2008-01-05T09:06:14.000"
"3471","62938","33617","5468","1831","10","321","3210","2008-01-05T07:21:19.000"
"3472","65900","15215","2213","1831","22","237","5214","2008-01-05T12:28:40.000"
"3473","74690","33712","2901","1831","7","271","1897","2008-01-05T02:13:33.000"
"3474","76108","493","8481","1831","14","440","6160","2008-01-05T03:02:44.000"
"3475","76974","42508","7759","1831","6","311","1866","2008-01-05T03:25:06.000"
"3476","85117","42659","2557","1831","12","136","1632","2008-01-05T01:19:32.000"
"3477","86997","2997","8141","1831","2","365","730","2008-01-05T03:08:22.000"
"3478","88177","23892","3974","1831","9","104","936","2008-01-05T06:08:39.000"
"3479","93440","31050","7094","1831","3","357","1071","2008-01-05T07:32:44.000"
"3480","94380","31029","1812","1831","7","127","889","2008-01-05T07:14:58.000"
"3481","95067","26253","4077","1831","14","152","2128","2008-01-05T10:19:34.000"
"3482","95073","7573","5112","1831","24","153","3672","2008-01-05T11:46:51.000"
"3483","98685","6810","8686","1831","16","451","7216","2008-01-05T09:33:30.000"
"3484","103736","30665","8075","1831","6","363","2178","2008-01-05T11:45:10.000"
"3485","106181","27520","7872","1831","24","358","8592","2008-01-05T05:07:21.000"
"3486","106472","12394","2640","1831","18","341","6138","2008-01-05T04:38:37.000"
"3487","107353","35607","7892","1831","9","62","558","2008-01-05T06:55:37.000"
"3488","119164","8342","6604","1831","3","60","180","2008-01-05T09:07:30.000"
"3489","119173","29310","8659","1831","9","95","855","2008-01-05T09:02:40.000"
"3490","129982","14375","7810","1831","18","471","8478","2008-01-05T06:45:31.000"
"3491","134353","12211","1102","1831","20","79","1580","2008-01-05T08:23:48.000"
"3492","136443","40509","3821","1831","24","263","6312","2008-01-05T04:56:07.000"
"3493","139233","20048","1818","1831","12","150","1800","2008-01-05T10:55:06.000"
"3494","140001","3370","433","1831","12","415","4980","2008-01-05T05:34:14.000"
"3495","144785","18885","8239","1831","3","204","612","2008-01-05T10:31:53.000"
"3496","144804","35302","2045","1831","3","445","1335","2008-01-05T04:23:30.000"
"3497","148161","23204","3700","1831","6","95","570","2008-01-05T09:50:32.000"
"3498","149760","18702","5302","1831","20","485","9700","2008-01-05T06:37:35.000"
"3499","150113","13188","444","1831","4","305","1220","2008-01-05T06:58:55.000"
"3500","153070","32666","89","1831","6","234","1404","2008-01-05T09:58:03.000"
"3501","153592","31782","6714","1831","20","196","3920","2008-01-05T08:14:14.000"
"3502","155378","16473","3187","1831","1","104","104","2008-01-05T10:05:12.000"
"3503","159887","41184","8098","1831","10","192","1920","2008-01-05T06:32:20.000"
"3504","160243","41573","4410","1831","12","134","1608","2008-01-05T09:16:04.000"
"3505","161675","46572","3855","1831","9","447","4023","2008-01-05T07:47:53.000"
"3506","162287","43275","6213","1831","10","341","3410","2008-01-05T09:43:19.000"
"3507","164480","4529","3712","1831","8","130","1040","2008-01-05T08:40:26.000"
"3508","165115","34626","7627","1831","24","258","6192","2008-01-05T09:07:47.000"
"3509","165126","35380","2698","1831","10","414","4140","2008-01-05T04:54:00.000"
"3510","166718","46499","5218","1831","24","138","3312","2008-01-05T06:41:16.000"
"3511","171816","42448","274","1831","22","306","6732","2008-01-05T11:48:54.000"
"3512","173965","31239","2403","1831","24","49","1176","2008-01-05T12:20:28.000"
"3513","174517","45881","2377","1831","8","273","2184","2008-01-05T01:03:32.000"
"3514","178725","39032","1950","1831","4","171","684","2008-01-05T03:57:18.000"
"3515","178801","11192","4231","1831","22","321","7062","2008-01-05T12:27:24.000"
"3516","208040","30206","7266","1831","5","1464","7320","2008-01-05T01:24:26.000"
"3517","208356","25116","6096","1831","4","1453","5812","2008-01-05T10:34:55.000"
"3518","212073","14794","3974","1831","2","1523","3046","2008-01-05T11:53:03.000"
"3519","213062","22345","4731","1831","3","1297","3891","2008-01-05T10:04:49.000"
"3520","215169","45267","3313","1831","5","1154","5770","2008-01-05T07:22:33.000"
"3521","217670","8067","7994","1831","2","1909","3818","2008-01-05T12:06:20.000"
"3522","218041","6384","7979","1831","5","759","3795","2008-01-05T04:38:22.000"
"3523","218196","36355","8139","1831","2","1251","2502","2008-01-05T11:29:45.000"
"3524","220358","46411","76","1831","4","822","3288","2008-01-05T08:40:24.000"
"3525","222709","44424","7143","1831","1","2298","2298","2008-01-05T04:07:49.000"
"3526","226662","40168","2192","1831","4","820","3280","2008-01-05T04:05:07.000"
"3527","226948","36321","3476","1831","5","1008","5040","2008-01-05T08:23:54.000"
"3528","228545","11723","1906","1831","3","1164","3492","2008-01-05T07:38:45.000"
"3529","230248","21943","2600","1831","4","1368","5472","2008-01-05T10:49:52.000"
"3530","231394","15817","4577","1831","8","2180","17440","2008-01-05T12:57:01.000"
"3531","4491","14739","8183","1832","10","171","1710","2008-01-06T10:51:46.000"
"3532","2351","47437","8236","1832","4","232","928","2008-01-06T03:11:29.000"
"3533","7950","2070","7686","1832","1","64","64","2008-01-06T06:34:27.000"
"3534","2827","32045","8098","1832","6","82","492","2008-01-06T06:41:31.000"
"3535","8518","3088","688","1832","14","30","420","2008-01-06T11:56:34.000"
"3536","6055","43418","1057","1832","18","37","666","2008-01-06T03:04:53.000"
"3537","10884","33634","7098","1832","6","187","1122","2008-01-06T03:36:14.000"
"3538","8602","14457","2577","1832","30","95","2850","2008-01-06T07:07:25.000"
"3539","11031","26624","5447","1832","14","91","1274","2008-01-06T09:14:27.000"
"3540","10567","43067","4535","1832","7","73","511","2008-01-06T03:04:09.000"
"3541","21372","34522","8496","1832","8","160","1280","2008-01-06T08:33:03.000"
"3542","13659","4527","2352","1832","18","229","4122","2008-01-06T08:52:14.000"
"3543","22302","49418","5218","1832","6","58","348","2008-01-06T04:08:11.000"
"3544","13867","17545","809","1832","20","149","2980","2008-01-06T11:53:14.000"
"3545","24197","10907","287","1832","2","23","46","2008-01-06T06:35:28.000"
"3546","17398","24043","6869","1832","30","142","4260","2008-01-06T12:50:35.000"
"3547","28610","26092","1607","1832","9","78","702","2008-01-06T11:33:21.000"
"3548","21304","36824","1397","1832","20","52","1040","2008-01-06T11:40:44.000"
"3549","32095","18872","6293","1832","7","135","945","2008-01-06T10:51:06.000"
"3550","25765","8287","6752","1832","18","36","648","2008-01-06T09:48:31.000"
"3551","34224","41330","1607","1832","10","333","3330","2008-01-06T05:37:16.000"
"3552","26660","28528","6604","1832","20","231","4620","2008-01-06T10:18:26.000"
"3553","35231","37441","8115","1832","1","247","247","2008-01-06T01:36:14.000"
"3554","27318","18008","2875","1832","24","144","3456","2008-01-06T02:24:42.000"
"3555","36502","19687","4632","1832","2","65","130","2008-01-06T05:43:47.000"
"3556","29481","33058","2819","1832","18","91","1638","2008-01-06T05:42:05.000"
"3557","37633","20445","2665","1832","20","323","6460","2008-01-06T05:10:22.000"
"3558","30806","13805","6655","1832","18","103","1854","2008-01-06T09:50:15.000"
"3559","38800","46752","7269","1832","6","296","1776","2008-01-06T06:01:19.000"
"3560","33537","20542","1906","1832","18","79","1422","2008-01-06T12:42:12.000"
"3561","42464","40351","8490","1832","4","195","780","2008-01-06T08:57:45.000"
"3562","35221","37375","4345","1832","6","83","498","2008-01-06T01:30:34.000"
"3563","43967","4438","5754","1832","10","245","2450","2008-01-06T06:23:08.000"
"3564","35324","41882","4867","1832","22","305","6710","2008-01-06T11:15:00.000"
"3565","46984","15415","2202","1832","24","41","984","2008-01-06T01:52:58.000"
"3566","36696","43788","5931","1832","4","298","1192","2008-01-06T06:08:36.000"
"3567","47767","13959","6941","1832","5","196","980","2008-01-06T12:38:05.000"
"3568","39211","10911","3502","1832","3","182","546","2008-01-06T12:32:40.000"
"3569","48838","12966","683","1832","3","110","330","2008-01-06T09:55:57.000"
"3570","43834","9233","3840","1832","18","56","1008","2008-01-06T05:51:11.000"
"3571","48865","33542","2180","1832","12","56","672","2008-01-06T11:17:56.000"
"3572","44864","44676","7914","1832","20","35","700","2008-01-06T01:36:39.000"
"3573","49300","17850","1476","1832","2","110","220","2008-01-06T01:29:19.000"
"3574","44975","34749","6269","1832","10","191","1910","2008-01-06T08:40:23.000"
"3575","50001","7493","803","1832","8","202","1616","2008-01-06T09:33:22.000"
"3576","46683","29565","5913","1832","12","150","1800","2008-01-06T01:36:32.000"
"3577","51175","1516","8113","1832","8","78","624","2008-01-06T02:42:11.000"
"3578","48224","19429","2157","1832","22","307","6754","2008-01-06T02:12:27.000"
"3579","53181","40786","1162","1832","8","111","888","2008-01-06T02:39:02.000"
"3580","52343","16775","2071","1832","3","177","531","2008-01-06T12:54:46.000"
"3581","57376","3090","4353","1832","7","166","1162","2008-01-06T01:53:16.000"
"3582","54648","18636","5931","1832","16","80","1280","2008-01-06T02:09:53.000"
"3583","58833","11100","7905","1832","9","77","693","2008-01-06T02:59:04.000"
"3584","58626","18957","6648","1832","2","29","58","2008-01-06T09:32:39.000"
